climate,obstacle,orientation,heat_SP,cool_SP,load,cv,qcd
5,2,-45,19,24,cool_load [kWh/m2],0.261071,0.238567
5,2,-45,19,24,light_load [kWh/m2],0.013042,0.00483426
5,2,-45,19,24,primary [kWh/m2],0.0343237,0.0288455
5,2,-45,19,26,heat_load [kWh/m2],0.0826665,0.0671203
5,2,-45,19,26,cool_load [kWh/m2],0.298566,0.270761
5,2,-45,19,26,light_load [kWh/m2],0.013042,0.00483426
5,2,-45,19,26,primary [kWh/m2],0.0276604,0.0217241
5,2,-45,21,24,heat_load [kWh/m2],0.0617985,0.049089
5,2,-45,21,24,cool_load [kWh/m2],0.261403,0.23822
5,2,-45,21,24,light_load [kWh/m2],0.013042,0.00483426
5,2,-45,21,24,primary [kWh/m2],0.0274547,0.023267
5,2,-45,21,26,heat_load [kWh/m2],0.0763508,0.0620625
5,2,-45,21,26,cool_load [kWh/m2],0.301071,0.274698
5,2,-45,21,26,light_load [kWh/m2],0.013042,0.00483426
5,2,-45,21,26,primary [kWh/m2],0.0207895,0.0173453
5,2,0,19,24,heat_load [kWh/m2],0.145458,0.1296
5,2,0,19,24,cool_load [kWh/m2],0.330075,0.282302
5,2,0,19,24,light_load [kWh/m2],0.021466,0.01021
5,2,0,19,24,primary [kWh/m2],0.0533592,0.0335706
5,2,0,19,26,heat_load [kWh/m2],0.154813,0.138504
5,2,0,19,26,cool_load [kWh/m2],0.387472,0.325954
5,2,0,19,26,light_load [kWh/m2],0.021466,0.01021
5,2,0,19,26,primary [kWh/m2],0.0692187,0.048491
5,2,0,21,24,heat_load [kWh/m2],0.119184,0.105598
5,2,0,21,24,cool_load [kWh/m2],0.336318,0.291023
5,2,0,21,24,light_load [kWh/m2],0.021466,0.01021
5,2,0,21,24,primary [kWh/m2],0.0476262,0.0307012
5,2,0,21,26,heat_load [kWh/m2],0.138529,0.124609
5,2,0,21,26,cool_load [kWh/m2],0.392939,0.331533
5,2,0,21,26,light_load [kWh/m2],0.021466,0.01021
5,2,0,21,26,primary [kWh/m2],0.0705401,0.0537593
5,2,45,19,24,heat_load [kWh/m2],0.0689709,0.0585978
5,2,45,19,24,cool_load [kWh/m2],0.254581,0.230137
5,2,45,19,24,light_load [kWh/m2],0.0169695,0.00516809
5,2,45,19,24,primary [kWh/m2],0.0140916,0.00903768
5,2,45,19,26,heat_load [kWh/m2],0.0738688,0.0632291
5,2,45,19,26,cool_load [kWh/m2],0.298386,0.269082
5,2,45,19,26,light_load [kWh/m2],0.0169695,0.00516809
5,2,45,19,26,primary [kWh/m2],0.0199214,0.00973882
5,2,45,21,24,heat_load [kWh/m2],0.0577833,0.0496602
5,2,45,21,24,cool_load [kWh/m2],0.255265,0.231422
5,2,45,21,24,light_load [kWh/m2],0.0169695,0.00516809
5,2,45,21,24,primary [kWh/m2],0.011839,0.00602016
5,2,45,21,26,heat_load [kWh/m2],0.0670422,0.0580231
5,2,45,21,26,cool_load [kWh/m2],0.300521,0.271664
5,2,45,21,26,light_load [kWh/m2],0.0169695,0.00516809
5,2,45,21,26,primary [kWh/m2],0.0214918,0.012464
5,3,-45,19,24,heat_load [kWh/m2],0.128516,0.106612
5,3,-45,19,24,cool_load [kWh/m2],0.280811,0.25751
5,3,-45,19,24,light_load [kWh/m2],0.0105389,0.0040901
5,3,-45,19,24,primary [kWh/m2],0.0407269,0.0348168
5,3,-45,19,26,heat_load [kWh/m2],0.154307,0.130753
5,3,-45,19,26,cool_load [kWh/m2],0.315302,0.288213
5,3,-45,19,26,light_load [kWh/m2],0.0105389,0.0040901
5,3,-45,19,26,primary [kWh/m2],0.0297954,0.0249938
5,3,-45,21,24,heat_load [kWh/m2],0.0965105,0.0787467
5,3,-45,21,24,cool_load [kWh/m2],0.279947,0.255776
5,3,-45,21,24,light_load [kWh/m2],0.0105389,0.0040901
5,3,-45,21,24,primary [kWh/m2],0.0336503,0.0295034
5,3,-45,21,26,heat_load [kWh/m2],0.127133,0.105717
5,3,-45,21,26,cool_load [kWh/m2],0.320621,0.295378
5,3,-45,21,26,light_load [kWh/m2],0.0105389,0.0040901
5,3,-45,21,26,primary [kWh/m2],0.0252734,0.0220877
5,3,0,19,24,heat_load [kWh/m2],0.188762,0.161617
5,3,0,19,24,cool_load [kWh/m2],0.345905,0.30928
5,3,0,19,24,light_load [kWh/m2],0.00910829,0.00305682
5,3,0,19,24,primary [kWh/m2],0.0367356,0.0300566
5,3,0,19,26,heat_load [kWh/m2],0.227677,0.195291
5,3,0,19,26,cool_load [kWh/m2],0.412571,0.372182
5,3,0,19,26,light_load [kWh/m2],0.00910829,0.00305682
5,3,0,19,26,primary [kWh/m2],0.0450441,0.0329939
5,3,0,21,24,heat_load [kWh/m2],0.13997,0.120363
5,3,0,21,24,cool_load [kWh/m2],0.336602,0.300293
5,3,0,21,24,light_load [kWh/m2],0.00910829,0.00305682
5,3,0,21,24,primary [kWh/m2],0.0260486,0.0215287
5,3,0,21,26,heat_load [kWh/m2],0.182648,0.157501
5,3,0,21,26,cool_load [kWh/m2],0.407626,0.366973
5,3,0,21,26,light_load [kWh/m2],0.00910829,0.00305682
5,3,0,21,26,primary [kWh/m2],0.0427189,0.0211483
5,3,45,19,24,heat_load [kWh/m2],0.141297,0.119692
5,3,45,19,24,cool_load [kWh/m2],0.286176,0.262566
5,3,45,19,24,light_load [kWh/m2],0.00970168,0.00269772
5,3,45,19,24,primary [kWh/m2],0.0242743,0.0171342
5,3,45,19,26,heat_load [kWh/m2],0.166279,0.142511
5,3,45,19,26,cool_load [kWh/m2],0.32528,0.296357
5,3,45,19,26,light_load [kWh/m2],0.00970168,0.00269772
5,3,45,19,26,primary [kWh/m2],0.0424919,0.0217144
5,3,45,21,24,heat_load [kWh/m2],0.106926,0.0908442
5,3,45,21,24,cool_load [kWh/m2],0.28377,0.258864
5,3,45,21,24,light_load [kWh/m2],0.00970168,0.00269772
5,3,45,21,24,primary [kWh/m2],0.0182571,0.011845
5,3,45,21,26,heat_load [kWh/m2],0.136661,0.117543
5,3,45,21,26,cool_load [kWh/m2],0.331127,0.304627
5,3,45,21,26,light_load [kWh/m2],0.00970168,0.00269772
5,3,45,21,26,primary [kWh/m2],0.0408318,0.0232986
5,4,-45,19,24,heat_load [kWh/m2],0.129697,0.107135
5,4,-45,19,24,cool_load [kWh/m2],0.283725,0.260185
5,4,-45,19,24,light_load [kWh/m2],0.0109146,0.00414856
5,4,-45,19,24,primary [kWh/m2],0.0385489,0.0323524
5,4,-45,19,26,heat_load [kWh/m2],0.154648,0.13103
5,4,-45,19,26,cool_load [kWh/m2],0.318138,0.290797
5,4,-45,19,26,light_load [kWh/m2],0.0109146,0.00414856
5,4,-45,19,26,primary [kWh/m2],0.0285913,0.024306
5,4,-45,21,24,heat_load [kWh/m2],0.0980367,0.0798277
5,4,-45,21,24,cool_load [kWh/m2],0.283339,0.259004
5,4,-45,21,24,light_load [kWh/m2],0.0109146,0.00414856
5,4,-45,21,24,primary [kWh/m2],0.0318364,0.0274292
5,4,-45,21,26,heat_load [kWh/m2],0.128365,0.10667
5,4,-45,21,26,cool_load [kWh/m2],0.323748,0.298264
5,4,-45,21,26,light_load [kWh/m2],0.0109146,0.00414856
5,4,-45,21,26,primary [kWh/m2],0.0251004,0.0213894
5,4,0,19,24,heat_load [kWh/m2],0.191219,0.163331
5,4,0,19,24,cool_load [kWh/m2],0.351215,0.314575
5,4,0,19,24,light_load [kWh/m2],0.0093708,0.00310406
5,4,0,19,24,primary [kWh/m2],0.0358363,0.0298635
5,4,0,19,26,heat_load [kWh/m2],0.229683,0.196977
5,4,0,19,26,cool_load [kWh/m2],0.419665,0.37906
5,4,0,19,26,light_load [kWh/m2],0.0093708,0.00310406
5,4,0,19,26,primary [kWh/m2],0.0477023,0.0326639
5,4,0,21,24,heat_load [kWh/m2],0.141988,0.122428
5,4,0,21,24,cool_load [kWh/m2],0.34188,0.30549
5,4,0,21,24,light_load [kWh/m2],0.0093708,0.00310406
5,4,0,21,24,primary [kWh/m2],0.026038,0.0213258
5,4,0,21,26,heat_load [kWh/m2],0.184368,0.159022
5,4,0,21,26,cool_load [kWh/m2],0.414702,0.37428
5,4,0,21,26,light_load [kWh/m2],0.0093708,0.00310406
5,4,0,21,26,primary [kWh/m2],0.0459117,0.0238413
5,4,45,19,24,heat_load [kWh/m2],0.141524,0.119905
5,4,45,19,24,cool_load [kWh/m2],0.287047,0.263328
5,4,45,19,24,light_load [kWh/m2],0.00971653,0.00270246
5,4,45,19,24,primary [kWh/m2],0.0245152,0.0171029
5,4,45,19,26,heat_load [kWh/m2],0.166458,0.142643
5,4,45,19,26,cool_load [kWh/m2],0.326326,0.297308
5,4,45,19,26,light_load [kWh/m2],0.00971653,0.00270246
5,4,45,19,26,primary [kWh/m2],0.0430618,0.0222875
5,4,45,21,24,heat_load [kWh/m2],0.107115,0.090952
5,4,45,21,24,cool_load [kWh/m2],0.284667,0.259702
5,4,45,21,24,light_load [kWh/m2],0.00971653,0.00270246
5,4,45,21,24,primary [kWh/m2],0.0184756,0.0117587
5,4,45,21,26,heat_load [kWh/m2],0.136864,0.117705
5,4,45,21,26,cool_load [kWh/m2],0.332234,0.30572
5,4,45,21,26,light_load [kWh/m2],0.00971653,0.00270246
5,4,45,21,26,primary [kWh/m2],0.0413482,0.0237884
